time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-11-09T08:30:47.476Z,31.638,-104.01,5.1418,2.6,ml(texnet),15,42,0,0.1,tx,tx2023vyrv,2023-11-09T13:07:20.046Z,"39 km W of Mentone, Texas",earthquake,0.2739804709,0.4487551587,0.2,9,reviewed,tx,tx
2023-11-09T08:56:50.892Z,31.621,-104.497,7.3141,2.5,ml(texnet),30,75,0,0.2,tx,tx2023vysp,2023-11-09T12:53:53.082Z,"62 km S of Whites City, New Mexico",earthquake,0.9917187527,0.7343032935,0.1,24,reviewed,tx,tx
2023-11-09T10:25:02.270Z,38.2996667,-119.31,5.57,2.59,ml,47,115,0.2278,0.15,nc,nc73960401,2023-11-09T20:22:12.332Z,"8 km NW of Bridgeport, CA",earthquake,0.25,3.44,0.237,19,reviewed,nc,nc
2023-11-09T10:25:21.181Z,38.2996,-119.3044,8.5,2.8,ml,7,145.66,0.23,0.1722,nn,nn00868657,2023-11-09T17:36:24.417Z,"8 km NW of Bridgeport, California",earthquake,,10.1,0.25,2,reviewed,nn,nn
2023-11-09T15:58:22.009Z,31.632,-104.509,7.5712,2.7,ml(texnet),28,74,0,0.2,tx,tx2023vzgq,2023-11-10T19:04:03.680Z,"61 km SSW of Whites City, New Mexico",earthquake,1.110195207,0.6374835866,0.1,18,reviewed,tx,tx
2023-11-09T16:19:36.124Z,31.679,-104.527,5.1032,3.1,ml(texnet),25,80,0,0.2,tx,tx2023vzhg,2023-11-10T17:18:07.429Z,"56 km SSW of Whites City, New Mexico",earthquake,1.377850017,0.4330669613,0.2,13,reviewed,tx,tx
2023-11-10T02:57:07.137Z,31.648,-104.024,6.1187,2.8,ml(texnet),36,33,0,0.2,tx,tx2023waci,2023-11-10T18:14:37.855Z,"40 km W of Mentone, Texas",earthquake,0.4111246828,0.352935634,0.1,22,reviewed,tx,tx
2023-11-10T04:44:11.176Z,31.642,-103.974,7.1681,3.4,mlv,6,197,0,0.4,tx,tx2023wafv,2023-11-12T03:29:15.415Z,"western Texas",earthquake,0,5.469876244,0.3,6,automatic,tx,tx
2023-11-10T04:45:14.708Z,31.639,-104.008,5.5531,2.8,ml(texnet),17,48,0,0.1,tx,tx2023wafw,2023-11-10T11:25:48.729Z,"39 km W of Mentone, Texas",earthquake,0.5327503132,0.6153310544,0.1,14,reviewed,tx,tx
2023-11-10T09:35:04.569Z,31.668,-104.304,7.1085,2.6,ml(texnet),32,67,0,0.1,tx,tx2023wapl,2023-11-10T19:41:24.390Z,"56 km S of Whites City, New Mexico",earthquake,0.7706396152,0.8169399895,0.2,18,reviewed,tx,tx
2023-11-10T15:30:44.470Z,38.1859,-117.8543,12.7,4.3,ml,13,43.65,0.104,0.1701,nn,nn00868733,2023-11-11T15:35:11.516Z,"31 km SE of Mina, Nevada",earthquake,,1.3,0.58,6,reviewed,nn,nn
2023-11-10T15:33:31.292Z,38.1989,-117.8494,13,2.6,ml,11,67.61,0.107,0.1105,nn,nn00868736,2023-11-10T22:23:49.044Z,"Nevada",earthquake,,1.2,0.28,5,reviewed,nn,nn
2023-11-10T15:43:17.338Z,31.639,-104.012,5.7588,2.5,ml(texnet),21,57,0,0.1,tx,tx2023wbbo,2023-11-10T15:51:35.699Z,"39 km W of Mentone, Texas",earthquake,0.2850675848,0.3811690654,0.2,11,reviewed,tx,tx
2023-11-10T20:33:49.550Z,44.3935,-124.587,29.67,3.08,ml,29,144,0.3604,0.21,uw,uw61971621,2023-11-11T14:58:13.294Z,"",earthquake,0.4,0.65,0.14486018729385686,18,reviewed,uw,uw
2023-11-11T00:18:42.258Z,39.0471,-97.6158,5,4,mwr,33,37,0.785,0.4,us,us7000la9a,2023-11-12T22:12:24.462Z,"Kansas",earthquake,1.9,1.994,0.032,93,reviewed,us,us
2023-11-11T01:41:15.780Z,38.8273315,-122.8193359,1.49,2.53,md,56,18,0.008233,0.06,nc,nc73961186,2023-11-11T02:45:11.896Z,"8 km NW of The Geysers, CA",earthquake,0.12,0.18,0.2,67,automatic,nc,nc
2023-11-11T03:15:24.730Z,40.417,-124.8208333,17.42,4.1,mw,143,221,0.3735,0.21,nc,nc73961261,2023-11-12T03:20:34.784Z,"46 km WNW of Petrolia, CA",earthquake,0.5,0.54,,4,reviewed,nc,nc
2023-11-11T03:43:42.720Z,40.426,-124.8391667,17.79,2.92,md,80,234,0.386,0.2,nc,nc73961276,2023-11-11T07:57:11.406Z,"48 km WNW of Petrolia, CA",earthquake,0.96,0.87,0.112,69,reviewed,nc,nc
2023-11-11T03:58:15.110Z,40.5158333,-124.8706667,18.68,2.8,md,57,254,0.4086,0.18,nc,nc73961291,2023-11-11T13:15:10.125Z,"52 km W of Ferndale, CA",earthquake,1.22,1.14,0.203,46,reviewed,nc,nc
2023-11-11T12:46:47.244Z,32.308,-101.83,5.649,2.7,ml(texnet),22,43,0,0.1,tx,tx2023wcrj,2023-11-12T01:23:17.962Z,"",earthquake,0.3984335469,0.5929752836,0.1,12,reviewed,tx,tx
2023-11-12T01:52:33.340Z,40.4799995,-124.940834,18.64,2.8,md,30,282,0.4603,0.16,nc,nc73961906,2023-11-12T04:18:09.818Z,"58 km WNW of Petrolia, CA",earthquake,5.44,3.02,0.2,14,automatic,nc,nc
2023-11-12T07:18:34.272Z,31.626,-103.976,4.9954,2.7,ml(texnet),15,57,0,0.2,tx,tx2023weby,2023-11-12T08:10:03.210Z,"36 km WSW of Mentone, Texas",earthquake,0,1.264665452,0.2,12,automatic,tx,tx
2023-11-12T10:34:39.381Z,31.614,-104.004,8.3296,2.9,ml(texnet),19,54,0,0.1,tx,tx2023wein,2023-11-12T10:59:11.534Z,"38 km NNW of Toyah, Texas",earthquake,0.5328573214,0.4647210712,0.1,13,reviewed,tx,tx
2023-11-12T10:39:34.174Z,31.617,-104.006,8.2268,3,ml(texnet),17,56,0,0.1,tx,tx2023weiq,2023-11-12T10:59:57.059Z,"39 km NNW of Toyah, Texas",earthquake,0.5454148043,0.448203587,0.1,11,reviewed,tx,tx
2023-11-12T15:05:12.170Z,37.5176659,-118.7815018,4.87,2.71,md,27,160,0.08154,0.03,nc,nc73962066,2023-11-12T20:23:18.991Z,"10 km WSW of Toms Place, CA",earthquake,0.38,0.99,0.15,33,automatic,nc,nc
2023-11-12T16:20:19.846Z,31.637,-104.051,3.3713,2.6,ml(texnet),20,98,0,0.7,tx,tx2023wetw,2023-11-12T16:42:31.986Z,"western Texas",earthquake,0,1.244307239,0.3,15,automatic,tx,tx
