date,Midwest,National,Northeast,South,West,date_period
2024-06-15,1.3561340909210886,1.269085458253854,1.1711883717372475,1.3687824297567461,1.172696666104759,1 Year
2024-06-15,1.3561340909210886,1.269085458253854,1.1711883717372475,1.3687824297567461,1.172696666104759,6 Months
2024-06-22,1.2969771244097381,1.2071106608923343,1.0051180197437293,1.264688466104625,1.1451469667962908,All Results
2024-06-22,1.2969771244097381,1.2071106608923343,1.0051180197437293,1.264688466104625,1.1451469667962908,1 Year
2024-06-22,1.2969771244097381,1.2071106608923343,1.0051180197437293,1.264688466104625,1.1451469667962908,6 Months
2024-06-29,1.522076958067224,1.2714588500419286,1.09197049110788,1.2688015817879055,1.1971768722424652,All Results
2024-06-29,1.522076958067224,1.2714588500419286,1.09197049110788,1.2688015817879055,1.1971768722424652,1 Year
2024-06-29,1.522076958067224,1.2714588500419286,1.09197049110788,1.2688015817879055,1.1971768722424652,6 Months
2024-07-06,1.3329446792935293,1.2265059944570313,1.0209790692767964,1.2838361264194975,1.0682492727823152,All Results
2024-07-06,1.3329446792935293,1.2265059944570313,1.0209790692767964,1.2838361264194975,1.0682492727823152,1 Year
2024-07-06,1.3329446792935293,1.2265059944570313,1.0209790692767964,1.2838361264194975,1.0682492727823152,6 Months
2024-07-13,1.4591266780515428,1.2588719373778083,1.0093181142030643,1.2474968737003689,1.1129525309568,All Results
2024-07-13,1.4591266780515428,1.2588719373778083,1.0093181142030643,1.2474968737003689,1.1129525309568,1 Year
2024-07-13,1.4591266780515428,1.2588719373778083,1.0093181142030643,1.2474968737003689,1.1129525309568,6 Months
2024-07-20,1.8002892826092527,1.3318451051848754,1.0867599474619818,1.3651619094256044,1.1076694558706066,All Results
2024-07-20,1.8002892826092527,1.3318451051848754,1.0867599474619818,1.3651619094256044,1.1076694558706066,1 Year
2024-07-20,1.8002892826092527,1.3318451051848754,1.0867599474619818,1.3651619094256044,1.1076694558706066,6 Months
2024-07-27,1.4321149484202882,1.2561308329774354,1.0185515414462492,1.451899356605947,1.0673871086022308,All Results
2024-07-27,1.4321149484202882,1.2561308329774354,1.0185515414462492,1.451899356605947,1.0673871086022308,1 Year
2024-07-27,1.4321149484202882,1.2561308329774354,1.0185515414462492,1.451899356605947,1.0673871086022308,6 Months
2024-07-27,1.4321149484202882,1.2561308329774354,1.0185515414462492,1.451899356605947,1.0673871086022308,45 Days
2024-08-03,1.3740550729533236,1.2107189997963377,1.0,1.2785806246256863,1.1282311301555623,All Results
2024-08-03,1.3740550729533236,1.2107189997963377,1.0,1.2785806246256863,1.1282311301555623,1 Year
2024-08-03,1.3740550729533236,1.2107189997963377,1.0,1.2785806246256863,1.1282311301555623,6 Months
2024-08-03,1.3740550729533236,1.2107189997963377,1.0,1.2785806246256863,1.1282311301555623,45 Days
2024-08-10,1.292527655268397,1.2448562447069187,1.117389927825853,1.3019293131655638,1.1616503586703637,All Results
2024-08-10,1.292527655268397,1.2448562447069187,1.117389927825853,1.3019293131655638,1.1616503586703637,1 Year
2024-08-10,1.292527655268397,1.2448562447069187,1.117389927825853,1.3019293131655638,1.1616503586703637,6 Months
2024-08-10,1.292527655268397,1.2448562447069187,1.117389927825853,1.3019293131655638,1.1616503586703637,45 Days
2024-08-17,1.2156582644621499,1.2166167465680067,1.0654590432554045,1.4254817514656186,1.1432650756468568,All Results
2024-08-17,1.2156582644621499,1.2166167465680067,1.0654590432554045,1.4254817514656186,1.1432650756468568,1 Year
2024-08-17,1.2156582644621499,1.2166167465680067,1.0654590432554045,1.4254817514656186,1.1432650756468568,6 Months
2024-08-17,1.2156582644621499,1.2166167465680067,1.0654590432554045,1.4254817514656186,1.1432650756468568,45 Days
