Gene,Gene_Symbol,Sample,Sample_Type,Expression
211710_x_at,RPL4,GSM398112,Normal,3672.5
211710_x_at,RPL4,GSM398113,Cancer,4125.59
211710_x_at,RPL4,GSM398114,Normal,2535.61
211710_x_at,RPL4,GSM398115,Cancer,3082.9
211710_x_at,RPL4,GSM398116,Normal,8614.15
211710_x_at,RPL4,GSM398117,Cancer,7337.54
211710_x_at,RPL4,GSM398118,Normal,6250.65
211710_x_at,RPL4,GSM398119,Cancer,6107.96
211710_x_at,RPL4,GSM398120,Normal,3696.39
211710_x_at,RPL4,GSM398121,Cancer,3470.34
211710_x_at,RPL4,GSM398122,Normal,3633.58
211710_x_at,RPL4,GSM398123,Cancer,3501.44
211710_x_at,RPL4,GSM398124,Normal,4286.77
211710_x_at,RPL4,GSM398125,Cancer,6957.09
211710_x_at,RPL4,GSM398126,Normal,7400.09
211710_x_at,RPL4,GSM398127,Cancer,9649.72
211710_x_at,RPL4,GSM398128,Normal,7487.22
211710_x_at,RPL4,GSM398129,Cancer,6756.96
211710_x_at,RPL4,GSM398130,Normal,5888.2
211710_x_at,RPL4,GSM398131,Cancer,8048.36
211710_x_at,RPL4,GSM398132,Normal,6533.67
211710_x_at,RPL4,GSM398133,Cancer,3845.42
211710_x_at,RPL4,GSM398134,Normal,4049.38
211710_x_at,RPL4,GSM398135,Cancer,6727.97
211710_x_at,RPL4,GSM398136,Normal,6038.61
211710_x_at,RPL4,GSM398137,Cancer,7533.48
211710_x_at,RPL4,GSM398138,Normal,6390.24
211710_x_at,RPL4,GSM398139,Cancer,4891.54
211710_x_at,RPL4,GSM398140,Normal,5811.18
211710_x_at,RPL4,GSM398141,Cancer,9129.01
211710_x_at,RPL4,GSM398142,Normal,7746.75
211710_x_at,RPL4,GSM398143,Cancer,6375.42
211710_x_at,RPL4,GSM398144,Normal,5380.22
211710_x_at,RPL4,GSM398145,Cancer,5028.46
211710_x_at,RPL4,GSM398146,Normal,7747.92
211710_x_at,RPL4,GSM398147,Cancer,8507.58
211710_x_at,RPL4,GSM398148,Normal,5845.36
211710_x_at,RPL4,GSM398149,Cancer,5547.99
211710_x_at,RPL4,GSM398150,Normal,7138.9
211710_x_at,RPL4,GSM398151,Cancer,6026.68
211710_x_at,RPL4,GSM398152,Normal,7266.37
211710_x_at,RPL4,GSM398153,Cancer,5173.69
211710_x_at,RPL4,GSM398154,Normal,2576.49
211710_x_at,RPL4,GSM398155,Cancer,3291.86
211710_x_at,RPL4,GSM398156,Normal,7773.18
211710_x_at,RPL4,GSM398157,Cancer,6129.97
211710_x_at,RPL4,GSM398158,Normal,6956.15
211710_x_at,RPL4,GSM398159,Cancer,5626.27
217733_s_at,TMSB10,GSM398074,Normal,1879.33
217733_s_at,TMSB10,GSM398075,Cancer,3590.79
217733_s_at,TMSB10,GSM398076,Normal,2223.17
217733_s_at,TMSB10,GSM398077,Cancer,1799.2
217733_s_at,TMSB10,GSM398078,Normal,2359.49
217733_s_at,TMSB10,GSM398079,Cancer,2062.08
217733_s_at,TMSB10,GSM398080,Normal,2247.99
217733_s_at,TMSB10,GSM398081,Cancer,2462.7
217733_s_at,TMSB10,GSM398082,Normal,3920.0
217733_s_at,TMSB10,GSM398083,Cancer,1556.5
217733_s_at,TMSB10,GSM398084,Normal,3024.64
217733_s_at,TMSB10,GSM398085,Cancer,2384.16
217733_s_at,TMSB10,GSM398086,Normal,3464.51
217733_s_at,TMSB10,GSM398087,Cancer,4444.08
217733_s_at,TMSB10,GSM398088,Normal,2358.3
217733_s_at,TMSB10,GSM398089,Cancer,7046.43
217733_s_at,TMSB10,GSM398090,Normal,2956.74
217733_s_at,TMSB10,GSM398091,Cancer,3521.65
217733_s_at,TMSB10,GSM398092,Normal,2658.36
217733_s_at,TMSB10,GSM398093,Cancer,4067.82
217733_s_at,TMSB10,GSM398094,Normal,3107.86
217733_s_at,TMSB10,GSM398095,Cancer,4775.46
217733_s_at,TMSB10,GSM398096,Normal,2059.34
217733_s_at,TMSB10,GSM398097,Cancer,1496.9
217733_s_at,TMSB10,GSM398098,Normal,1549.34
217733_s_at,TMSB10,GSM398099,Cancer,3853.97
217733_s_at,TMSB10,GSM398100,Normal,699.589
217733_s_at,TMSB10,GSM398101,Cancer,2919.65
217733_s_at,TMSB10,GSM398102,Normal,4301.53
217733_s_at,TMSB10,GSM398103,Cancer,4423.4
217733_s_at,TMSB10,GSM398104,Normal,7928.34
217733_s_at,TMSB10,GSM398105,Cancer,3427.43
217733_s_at,TMSB10,GSM398106,Normal,8353.75
217733_s_at,TMSB10,GSM398107,Cancer,5685.07
217733_s_at,TMSB10,GSM398108,Normal,7902.31
217733_s_at,TMSB10,GSM398109,Cancer,1564.86
217733_s_at,TMSB10,GSM398110,Normal,8347.76
217733_s_at,TMSB10,GSM398111,Cancer,3331.55
217733_s_at,TMSB10,GSM398112,Normal,5267.47
217733_s_at,TMSB10,GSM398113,Cancer,3242.27
217733_s_at,TMSB10,GSM398114,Normal,3741.17
217733_s_at,TMSB10,GSM398115,Cancer,3315.06
217733_s_at,TMSB10,GSM398116,Normal,8599.92
217733_s_at,TMSB10,GSM398117,Cancer,9691.97
217733_s_at,TMSB10,GSM398118,Normal,5906.61
217733_s_at,TMSB10,GSM398119,Cancer,7976.42
217733_s_at,TMSB10,GSM398120,Normal,4033.73
217733_s_at,TMSB10,GSM398121,Cancer,3972.65
217733_s_at,TMSB10,GSM398122,Normal,3705.7
217733_s_at,TMSB10,GSM398123,Cancer,8203.28
217733_s_at,TMSB10,GSM398124,Normal,4302.66
217733_s_at,TMSB10,GSM398125,Cancer,3432.89
217733_s_at,TMSB10,GSM398126,Normal,7404.25
217733_s_at,TMSB10,GSM398127,Cancer,9219.37
217733_s_at,TMSB10,GSM398128,Normal,5811.53
217733_s_at,TMSB10,GSM398129,Cancer,8399.34
217733_s_at,TMSB10,GSM398130,Normal,5396.9
217733_s_at,TMSB10,GSM398131,Cancer,6444.4
217733_s_at,TMSB10,GSM398132,Normal,5398.91
217733_s_at,TMSB10,GSM398133,Cancer,6420.55
217733_s_at,TMSB10,GSM398134,Normal,3604.48
217733_s_at,TMSB10,GSM398135,Cancer,5403.43
217733_s_at,TMSB10,GSM398136,Normal,4783.92
217733_s_at,TMSB10,GSM398137,Cancer,8116.56
217733_s_at,TMSB10,GSM398138,Normal,4672.79
217733_s_at,TMSB10,GSM398139,Cancer,4138.14
217733_s_at,TMSB10,GSM398140,Normal,6210.18
217733_s_at,TMSB10,GSM398141,Cancer,3321.74
217733_s_at,TMSB10,GSM398142,Normal,4993.06
217733_s_at,TMSB10,GSM398143,Cancer,5305.36
217733_s_at,TMSB10,GSM398144,Normal,4992.85
217733_s_at,TMSB10,GSM398145,Cancer,5855.68
217733_s_at,TMSB10,GSM398146,Normal,6251.19
217733_s_at,TMSB10,GSM398147,Cancer,5518.13
217733_s_at,TMSB10,GSM398148,Normal,4804.99
217733_s_at,TMSB10,GSM398149,Cancer,4393.89
217733_s_at,TMSB10,GSM398150,Normal,5259.56
217733_s_at,TMSB10,GSM398151,Cancer,4244.86
217733_s_at,TMSB10,GSM398152,Normal,4725.8
217733_s_at,TMSB10,GSM398153,Cancer,4052.54
217733_s_at,TMSB10,GSM398154,Normal,2161.71
217733_s_at,TMSB10,GSM398155,Cancer,1397.61
217733_s_at,TMSB10,GSM398156,Normal,7235.4
217733_s_at,TMSB10,GSM398157,Cancer,6746.38
217733_s_at,TMSB10,GSM398158,Normal,4173.27
217733_s_at,TMSB10,GSM398159,Cancer,6933.07
205509_at,CPB1,GSM398074,Normal,542.362
205509_at,CPB1,GSM398075,Cancer,359.782
205509_at,CPB1,GSM398076,Normal,818.914
205509_at,CPB1,GSM398077,Cancer,8648.65
205509_at,CPB1,GSM398078,Normal,1525.34
205509_at,CPB1,GSM398079,Cancer,4107.47
205509_at,CPB1,GSM398080,Normal,1368.39
205509_at,CPB1,GSM398081,Cancer,3175.06
205509_at,CPB1,GSM398082,Normal,499.972
205509_at,CPB1,GSM398083,Cancer,1312.54
205509_at,CPB1,GSM398084,Normal,874.271
205509_at,CPB1,GSM398085,Cancer,1844.11
205509_at,CPB1,GSM398086,Normal,855.356
205509_at,CPB1,GSM398087,Cancer,978.222
205509_at,CPB1,GSM398088,Normal,850.461
205509_at,CPB1,GSM398089,Cancer,273.016
205509_at,CPB1,GSM398090,Normal,834.594
205509_at,CPB1,GSM398091,Cancer,392.276
205509_at,CPB1,GSM398092,Normal,498.734
205509_at,CPB1,GSM398093,Cancer,1232.03
205509_at,CPB1,GSM398094,Normal,702.749
205509_at,CPB1,GSM398095,Cancer,813.12
205509_at,CPB1,GSM398096,Normal,617.203
205509_at,CPB1,GSM398097,Cancer,257.876
205509_at,CPB1,GSM398098,Normal,318.766
205509_at,CPB1,GSM398099,Cancer,1674.03
205509_at,CPB1,GSM398100,Normal,979.978
205509_at,CPB1,GSM398101,Cancer,187.74
205509_at,CPB1,GSM398102,Normal,167.72
205509_at,CPB1,GSM398103,Cancer,378.564
205509_at,CPB1,GSM398104,Normal,8562.18
205509_at,CPB1,GSM398105,Cancer,6871.47
205509_at,CPB1,GSM398106,Normal,102.403
205509_at,CPB1,GSM398107,Cancer,785.123
205509_at,CPB1,GSM398108,Normal,1569.17
205509_at,CPB1,GSM398109,Cancer,1199.86
205509_at,CPB1,GSM398110,Normal,463.344
205509_at,CPB1,GSM398111,Cancer,620.872
205509_at,CPB1,GSM398112,Normal,965.943
205509_at,CPB1,GSM398113,Cancer,276.54
205509_at,CPB1,GSM398114,Normal,218.458
205509_at,CPB1,GSM398115,Cancer,143.616
205509_at,CPB1,GSM398116,Normal,898.016
205509_at,CPB1,GSM398117,Cancer,574.619
205509_at,CPB1,GSM398118,Normal,1779.51
205509_at,CPB1,GSM398119,Cancer,1320.46
205509_at,CPB1,GSM398120,Normal,938.872
205509_at,CPB1,GSM398121,Cancer,725.171
205509_at,CPB1,GSM398122,Normal,874.333
205509_at,CPB1,GSM398123,Cancer,920.923
205509_at,CPB1,GSM398124,Normal,424.848
205509_at,CPB1,GSM398125,Cancer,797.508
205509_at,CPB1,GSM398126,Normal,1412.7
205509_at,CPB1,GSM398127,Cancer,294.361
205509_at,CPB1,GSM398128,Normal,1572.79
205509_at,CPB1,GSM398129,Cancer,836.346
205509_at,CPB1,GSM398130,Normal,969.552
205509_at,CPB1,GSM398131,Cancer,9568.43
205509_at,CPB1,GSM398132,Normal,719.229
205509_at,CPB1,GSM398133,Cancer,508.259
205509_at,CPB1,GSM398134,Normal,950.602
205509_at,CPB1,GSM398135,Cancer,174.879
205509_at,CPB1,GSM398136,Normal,667.956
205509_at,CPB1,GSM398137,Cancer,404.456
205509_at,CPB1,GSM398138,Normal,898.411
205509_at,CPB1,GSM398139,Cancer,693.595
205509_at,CPB1,GSM398140,Normal,648.585
205509_at,CPB1,GSM398141,Cancer,2131.62
205509_at,CPB1,GSM398142,Normal,1647.2
205509_at,CPB1,GSM398143,Cancer,3269.74
205509_at,CPB1,GSM398144,Normal,842.222
205509_at,CPB1,GSM398145,Cancer,529.977
205509_at,CPB1,GSM398146,Normal,186.192
205509_at,CPB1,GSM398147,Cancer,353.986
205509_at,CPB1,GSM398148,Normal,355.648
205509_at,CPB1,GSM398149,Cancer,812.049
205509_at,CPB1,GSM398150,Normal,739.288
205509_at,CPB1,GSM398151,Cancer,12280.0
205509_at,CPB1,GSM398152,Normal,1080.37
205509_at,CPB1,GSM398153,Cancer,2756.87
205509_at,CPB1,GSM398154,Normal,865.82
205509_at,CPB1,GSM398155,Cancer,1430.52
205509_at,CPB1,GSM398156,Normal,1472.7
205509_at,CPB1,GSM398157,Cancer,1548.87
205509_at,CPB1,GSM398158,Normal,1750.92
205509_at,CPB1,GSM398159,Cancer,546.298
211995_x_at,ACTB,GSM398074,Normal,1957.37
211995_x_at,ACTB,GSM398075,Cancer,4033.34
211995_x_at,ACTB,GSM398076,Normal,2066.65
211995_x_at,ACTB,GSM398077,Cancer,3886.46
211995_x_at,ACTB,GSM398078,Normal,1796.78
211995_x_at,ACTB,GSM398079,Cancer,3328.86
211995_x_at,ACTB,GSM398080,Normal,1598.08
211995_x_at,ACTB,GSM398081,Cancer,2406.79
211995_x_at,ACTB,GSM398082,Normal,2010.85
211995_x_at,ACTB,GSM398083,Cancer,1557.76
211995_x_at,ACTB,GSM398084,Normal,2308.37
211995_x_at,ACTB,GSM398085,Cancer,2612.58
211995_x_at,ACTB,GSM398086,Normal,2931.91
211995_x_at,ACTB,GSM398087,Cancer,3514.92
211995_x_at,ACTB,GSM398088,Normal,1459.01
211995_x_at,ACTB,GSM398089,Cancer,4522.45
211995_x_at,ACTB,GSM398090,Normal,1623.96
211995_x_at,ACTB,GSM398091,Cancer,3511.58
211995_x_at,ACTB,GSM398092,Normal,1953.22
211995_x_at,ACTB,GSM398093,Cancer,4239.52
211995_x_at,ACTB,GSM398094,Normal,1948.31
211995_x_at,ACTB,GSM398095,Cancer,3990.17
211995_x_at,ACTB,GSM398096,Normal,4042.05
211995_x_at,ACTB,GSM398097,Cancer,2244.32
211995_x_at,ACTB,GSM398098,Normal,3708.91
211995_x_at,ACTB,GSM398099,Cancer,3234.64
211995_x_at,ACTB,GSM398100,Normal,3176.13
211995_x_at,ACTB,GSM398101,Cancer,3381.61
211995_x_at,ACTB,GSM398102,Normal,3212.58
211995_x_at,ACTB,GSM398103,Cancer,5400.56
211995_x_at,ACTB,GSM398104,Normal,5486.27
211995_x_at,ACTB,GSM398105,Cancer,4371.45
211995_x_at,ACTB,GSM398106,Normal,5192.37
211995_x_at,ACTB,GSM398107,Cancer,4569.18
211995_x_at,ACTB,GSM398108,Normal,5664.19
211995_x_at,ACTB,GSM398109,Cancer,1999.36
211995_x_at,ACTB,GSM398110,Normal,7252.86
211995_x_at,ACTB,GSM398111,Cancer,4023.58
211995_x_at,ACTB,GSM398112,Normal,2936.61
211995_x_at,ACTB,GSM398113,Cancer,4654.94
211995_x_at,ACTB,GSM398114,Normal,2916.98
211995_x_at,ACTB,GSM398115,Cancer,3781.51
211995_x_at,ACTB,GSM398116,Normal,8689.98
211995_x_at,ACTB,GSM398117,Cancer,5869.67
211995_x_at,ACTB,GSM398118,Normal,5368.07
211995_x_at,ACTB,GSM398119,Cancer,6609.64
211995_x_at,ACTB,GSM398120,Normal,2318.44
211995_x_at,ACTB,GSM398121,Cancer,2106.03
211995_x_at,ACTB,GSM398122,Normal,2745.88
211995_x_at,ACTB,GSM398123,Cancer,2562.95
211995_x_at,ACTB,GSM398124,Normal,4602.22
211995_x_at,ACTB,GSM398125,Cancer,5053.52
211995_x_at,ACTB,GSM398126,Normal,7442.74
211995_x_at,ACTB,GSM398127,Cancer,11350.0
211995_x_at,ACTB,GSM398128,Normal,6191.87
211995_x_at,ACTB,GSM398129,Cancer,7522.65
211995_x_at,ACTB,GSM398130,Normal,5466.73
211995_x_at,ACTB,GSM398131,Cancer,7243.61
211995_x_at,ACTB,GSM398132,Normal,4269.67
211995_x_at,ACTB,GSM398133,Cancer,6746.42
211995_x_at,ACTB,GSM398134,Normal,3438.5
211995_x_at,ACTB,GSM398135,Cancer,7274.36
211995_x_at,ACTB,GSM398136,Normal,4676.07
211995_x_at,ACTB,GSM398137,Cancer,8380.94
211995_x_at,ACTB,GSM398138,Normal,3908.8
211995_x_at,ACTB,GSM398139,Cancer,6567.02
211995_x_at,ACTB,GSM398140,Normal,5965.07
211995_x_at,ACTB,GSM398141,Cancer,6855.0
211995_x_at,ACTB,GSM398142,Normal,6234.65
211995_x_at,ACTB,GSM398143,Cancer,6821.66
211995_x_at,ACTB,GSM398144,Normal,5319.71
211995_x_at,ACTB,GSM398145,Cancer,6434.35
211995_x_at,ACTB,GSM398146,Normal,6135.67
211995_x_at,ACTB,GSM398147,Cancer,6278.52
211995_x_at,ACTB,GSM398148,Normal,6751.29
211995_x_at,ACTB,GSM398149,Cancer,8712.2
211995_x_at,ACTB,GSM398150,Normal,6024.09
211995_x_at,ACTB,GSM398151,Cancer,7736.34
211995_x_at,ACTB,GSM398152,Normal,4329.33
211995_x_at,ACTB,GSM398153,Cancer,5054.55
211995_x_at,ACTB,GSM398154,Normal,1745.53
211995_x_at,ACTB,GSM398155,Cancer,3507.43
211995_x_at,ACTB,GSM398156,Normal,7536.02
211995_x_at,ACTB,GSM398157,Cancer,8299.98
211995_x_at,ACTB,GSM398158,Normal,5603.85
211995_x_at,ACTB,GSM398159,Cancer,6038.76
214548_x_at,GNAS,GSM398074,Normal,1704.87
214548_x_at,GNAS,GSM398075,Cancer,3607.74
214548_x_at,GNAS,GSM398076,Normal,1799.51
214548_x_at,GNAS,GSM398077,Cancer,3544.31
214548_x_at,GNAS,GSM398078,Normal,2317.06
214548_x_at,GNAS,GSM398079,Cancer,3432.72
214548_x_at,GNAS,GSM398080,Normal,2346.66
214548_x_at,GNAS,GSM398081,Cancer,1899.6
214548_x_at,GNAS,GSM398082,Normal,3848.89
214548_x_at,GNAS,GSM398083,Cancer,2257.05
214548_x_at,GNAS,GSM398084,Normal,3124.2
214548_x_at,GNAS,GSM398085,Cancer,3087.06
214548_x_at,GNAS,GSM398086,Normal,3408.45
214548_x_at,GNAS,GSM398087,Cancer,3006.43
214548_x_at,GNAS,GSM398088,Normal,3635.79
214548_x_at,GNAS,GSM398089,Cancer,3480.59
214548_x_at,GNAS,GSM398090,Normal,2536.71
214548_x_at,GNAS,GSM398091,Cancer,3639.76
214548_x_at,GNAS,GSM398092,Normal,2751.15
214548_x_at,GNAS,GSM398093,Cancer,4077.49
214548_x_at,GNAS,GSM398094,Normal,3783.58
214548_x_at,GNAS,GSM398095,Cancer,4064.71
214548_x_at,GNAS,GSM398096,Normal,3275.81
214548_x_at,GNAS,GSM398097,Cancer,2324.13
214548_x_at,GNAS,GSM398098,Normal,2621.18
214548_x_at,GNAS,GSM398099,Cancer,3245.13
214548_x_at,GNAS,GSM398100,Normal,2871.83
214548_x_at,GNAS,GSM398101,Cancer,3328.39
214548_x_at,GNAS,GSM398102,Normal,4438.17
214548_x_at,GNAS,GSM398103,Cancer,3734.41
214548_x_at,GNAS,GSM398104,Normal,7540.76
214548_x_at,GNAS,GSM398105,Cancer,4266.65
214548_x_at,GNAS,GSM398106,Normal,7016.04
214548_x_at,GNAS,GSM398107,Cancer,4302.39
214548_x_at,GNAS,GSM398108,Normal,6741.7
214548_x_at,GNAS,GSM398109,Cancer,1808.79
214548_x_at,GNAS,GSM398110,Normal,9188.26
214548_x_at,GNAS,GSM398111,Cancer,3699.12
214548_x_at,GNAS,GSM398112,Normal,3901.34
214548_x_at,GNAS,GSM398113,Cancer,3853.31
214548_x_at,GNAS,GSM398114,Normal,4311.24
214548_x_at,GNAS,GSM398115,Cancer,3082.37
214548_x_at,GNAS,GSM398116,Normal,7739.34
214548_x_at,GNAS,GSM398117,Cancer,6018.98
214548_x_at,GNAS,GSM398118,Normal,6436.32
214548_x_at,GNAS,GSM398119,Cancer,5700.06
214548_x_at,GNAS,GSM398120,Normal,4730.05
214548_x_at,GNAS,GSM398121,Cancer,3627.9
214548_x_at,GNAS,GSM398122,Normal,4366.23
214548_x_at,GNAS,GSM398123,Cancer,3835.27
214548_x_at,GNAS,GSM398124,Normal,4680.86
214548_x_at,GNAS,GSM398125,Cancer,4430.2
214548_x_at,GNAS,GSM398126,Normal,7549.0
214548_x_at,GNAS,GSM398127,Cancer,7902.54
214548_x_at,GNAS,GSM398128,Normal,7456.36
214548_x_at,GNAS,GSM398129,Cancer,6831.72
214548_x_at,GNAS,GSM398130,Normal,5878.27
214548_x_at,GNAS,GSM398131,Cancer,6092.7
214548_x_at,GNAS,GSM398132,Normal,6279.56
214548_x_at,GNAS,GSM398133,Cancer,8809.79
214548_x_at,GNAS,GSM398134,Normal,5302.17
214548_x_at,GNAS,GSM398135,Cancer,6657.32
214548_x_at,GNAS,GSM398136,Normal,6985.88
214548_x_at,GNAS,GSM398137,Cancer,7184.16
214548_x_at,GNAS,GSM398138,Normal,6004.72
214548_x_at,GNAS,GSM398139,Cancer,4349.07
214548_x_at,GNAS,GSM398140,Normal,7079.12
214548_x_at,GNAS,GSM398141,Cancer,7206.52
214548_x_at,GNAS,GSM398142,Normal,6706.06
214548_x_at,GNAS,GSM398143,Cancer,5711.48
214548_x_at,GNAS,GSM398144,Normal,7228.3
214548_x_at,GNAS,GSM398145,Cancer,8106.57
214548_x_at,GNAS,GSM398146,Normal,7869.09
214548_x_at,GNAS,GSM398147,Cancer,6937.53
214548_x_at,GNAS,GSM398148,Normal,7285.57
214548_x_at,GNAS,GSM398149,Cancer,5920.48
214548_x_at,GNAS,GSM398150,Normal,6437.73
214548_x_at,GNAS,GSM398151,Cancer,11547.8
214548_x_at,GNAS,GSM398152,Normal,7027.0
214548_x_at,GNAS,GSM398153,Cancer,4435.11
214548_x_at,GNAS,GSM398154,Normal,655.651
214548_x_at,GNAS,GSM398155,Cancer,3381.61
214548_x_at,GNAS,GSM398156,Normal,6445.88
214548_x_at,GNAS,GSM398157,Cancer,8313.03
214548_x_at,GNAS,GSM398158,Normal,5622.43
214548_x_at,GNAS,GSM398159,Cancer,6313.06
202291_s_at,MGP,GSM398074,Normal,1801.5
202291_s_at,MGP,GSM398075,Cancer,4169.23
202291_s_at,MGP,GSM398076,Normal,380.087
202291_s_at,MGP,GSM398077,Cancer,1843.76
202291_s_at,MGP,GSM398078,Normal,429.494
202291_s_at,MGP,GSM398079,Cancer,2567.46
202291_s_at,MGP,GSM398080,Normal,661.488
202291_s_at,MGP,GSM398081,Cancer,4602.14
202291_s_at,MGP,GSM398082,Normal,1120.36
202291_s_at,MGP,GSM398083,Cancer,3818.14
202291_s_at,MGP,GSM398084,Normal,2379.16
202291_s_at,MGP,GSM398085,Cancer,4964.41
202291_s_at,MGP,GSM398086,Normal,3098.43
202291_s_at,MGP,GSM398087,Cancer,1882.67
202291_s_at,MGP,GSM398088,Normal,1265.01
202291_s_at,MGP,GSM398089,Cancer,723.82
202291_s_at,MGP,GSM398090,Normal,1269.64
202291_s_at,MGP,GSM398091,Cancer,2688.17
202291_s_at,MGP,GSM398092,Normal,1477.67
202291_s_at,MGP,GSM398093,Cancer,1591.66
202291_s_at,MGP,GSM398094,Normal,263.382
202291_s_at,MGP,GSM398095,Cancer,1573.54
202291_s_at,MGP,GSM398096,Normal,2125.59
202291_s_at,MGP,GSM398097,Cancer,1339.59
202291_s_at,MGP,GSM398098,Normal,3085.62
202291_s_at,MGP,GSM398099,Cancer,3928.52
202291_s_at,MGP,GSM398100,Normal,2787.83
202291_s_at,MGP,GSM398101,Cancer,529.684
202291_s_at,MGP,GSM398102,Normal,2961.98
202291_s_at,MGP,GSM398103,Cancer,850.839
202291_s_at,MGP,GSM398104,Normal,2385.78
202291_s_at,MGP,GSM398105,Cancer,1231.75
202291_s_at,MGP,GSM398106,Normal,2926.31
202291_s_at,MGP,GSM398107,Cancer,1482.84
202291_s_at,MGP,GSM398108,Normal,5681.16
202291_s_at,MGP,GSM398109,Cancer,1254.98
202291_s_at,MGP,GSM398110,Normal,4913.82
202291_s_at,MGP,GSM398111,Cancer,2703.81
202291_s_at,MGP,GSM398112,Normal,2681.87
202291_s_at,MGP,GSM398113,Cancer,4289.47
202291_s_at,MGP,GSM398114,Normal,1442.14
202291_s_at,MGP,GSM398115,Cancer,4134.36
202291_s_at,MGP,GSM398116,Normal,6776.58
202291_s_at,MGP,GSM398117,Cancer,4499.9
202291_s_at,MGP,GSM398118,Normal,3231.57
202291_s_at,MGP,GSM398119,Cancer,4563.13
202291_s_at,MGP,GSM398120,Normal,1335.71
202291_s_at,MGP,GSM398121,Cancer,1824.95
202291_s_at,MGP,GSM398122,Normal,3418.1
202291_s_at,MGP,GSM398123,Cancer,1206.35
202291_s_at,MGP,GSM398124,Normal,1811.7
202291_s_at,MGP,GSM398125,Cancer,2616.71
202291_s_at,MGP,GSM398126,Normal,2985.68
202291_s_at,MGP,GSM398127,Cancer,1179.59
202291_s_at,MGP,GSM398128,Normal,1577.97
202291_s_at,MGP,GSM398129,Cancer,5586.89
202291_s_at,MGP,GSM398130,Normal,885.167
202291_s_at,MGP,GSM398131,Cancer,7522.72
202291_s_at,MGP,GSM398132,Normal,616.891
202291_s_at,MGP,GSM398133,Cancer,3115.43
202291_s_at,MGP,GSM398134,Normal,2813.31
202291_s_at,MGP,GSM398135,Cancer,9913.97
202291_s_at,MGP,GSM398136,Normal,1651.88
202291_s_at,MGP,GSM398137,Cancer,9600.64
202291_s_at,MGP,GSM398138,Normal,3439.55
202291_s_at,MGP,GSM398139,Cancer,1396.7
202291_s_at,MGP,GSM398140,Normal,2176.7
202291_s_at,MGP,GSM398141,Cancer,831.132
202291_s_at,MGP,GSM398142,Normal,3730.43
202291_s_at,MGP,GSM398143,Cancer,7563.86
202291_s_at,MGP,GSM398144,Normal,3257.28
202291_s_at,MGP,GSM398145,Cancer,4725.78
202291_s_at,MGP,GSM398146,Normal,3807.52
202291_s_at,MGP,GSM398147,Cancer,8949.85
202291_s_at,MGP,GSM398148,Normal,7474.44
202291_s_at,MGP,GSM398149,Cancer,2732.81
202291_s_at,MGP,GSM398150,Normal,5221.38
202291_s_at,MGP,GSM398151,Cancer,3355.09
202291_s_at,MGP,GSM398152,Normal,2309.75
202291_s_at,MGP,GSM398153,Cancer,3237.7
202291_s_at,MGP,GSM398154,Normal,912.881
202291_s_at,MGP,GSM398155,Cancer,1152.1
202291_s_at,MGP,GSM398156,Normal,4356.65
202291_s_at,MGP,GSM398157,Cancer,2240.21
202291_s_at,MGP,GSM398158,Normal,1732.64
202291_s_at,MGP,GSM398159,Cancer,4700.28
219140_s_at,RBP4,GSM398074,Normal,105.063
219140_s_at,RBP4,GSM398075,Cancer,81.7238
219140_s_at,RBP4,GSM398076,Normal,70.6467
219140_s_at,RBP4,GSM398077,Cancer,49.157
219140_s_at,RBP4,GSM398078,Normal,603.827
219140_s_at,RBP4,GSM398079,Cancer,58.9248
219140_s_at,RBP4,GSM398080,Normal,1226.11
219140_s_at,RBP4,GSM398081,Cancer,144.019
219140_s_at,RBP4,GSM398082,Normal,3148.95
219140_s_at,RBP4,GSM398083,Cancer,970.879
219140_s_at,RBP4,GSM398084,Normal,2649.77
219140_s_at,RBP4,GSM398085,Cancer,65.2797
219140_s_at,RBP4,GSM398086,Normal,56.0768
219140_s_at,RBP4,GSM398087,Cancer,46.8908
219140_s_at,RBP4,GSM398088,Normal,2530.44
219140_s_at,RBP4,GSM398089,Cancer,51.1981
219140_s_at,RBP4,GSM398090,Normal,899.739
219140_s_at,RBP4,GSM398091,Cancer,82.087
219140_s_at,RBP4,GSM398092,Normal,1563.81
219140_s_at,RBP4,GSM398093,Cancer,45.9242
219140_s_at,RBP4,GSM398094,Normal,2979.93
219140_s_at,RBP4,GSM398095,Cancer,45.4436
219140_s_at,RBP4,GSM398096,Normal,486.985
219140_s_at,RBP4,GSM398097,Cancer,50.0399
219140_s_at,RBP4,GSM398098,Normal,46.2711
219140_s_at,RBP4,GSM398099,Cancer,54.5452
219140_s_at,RBP4,GSM398100,Normal,214.899
219140_s_at,RBP4,GSM398101,Cancer,52.8027
219140_s_at,RBP4,GSM398102,Normal,3683.39
219140_s_at,RBP4,GSM398103,Cancer,61.3463
219140_s_at,RBP4,GSM398104,Normal,4279.36
219140_s_at,RBP4,GSM398105,Cancer,35.381
219140_s_at,RBP4,GSM398106,Normal,3869.69
219140_s_at,RBP4,GSM398107,Cancer,31.3109
219140_s_at,RBP4,GSM398108,Normal,2436.55
219140_s_at,RBP4,GSM398109,Cancer,496.58
219140_s_at,RBP4,GSM398110,Normal,6122.97
219140_s_at,RBP4,GSM398111,Cancer,56.1761
219140_s_at,RBP4,GSM398112,Normal,2134.8
