Gene,Gene_Symbol,Sample,Sample_Type,Expression
213397_x_at,RNASE4,GSM398124,Normal,2318.28
213397_x_at,RNASE4,GSM398125,Cancer,899.159
213397_x_at,RNASE4,GSM398126,Normal,1657.4
213397_x_at,RNASE4,GSM398127,Cancer,1095.76
213397_x_at,RNASE4,GSM398128,Normal,5038.45
213397_x_at,RNASE4,GSM398129,Cancer,1440.89
213397_x_at,RNASE4,GSM398130,Normal,2725.23
213397_x_at,RNASE4,GSM398131,Cancer,1528.82
213397_x_at,RNASE4,GSM398132,Normal,2767.31
213397_x_at,RNASE4,GSM398133,Cancer,462.055
213397_x_at,RNASE4,GSM398134,Normal,2376.99
213397_x_at,RNASE4,GSM398135,Cancer,4018.71
213397_x_at,RNASE4,GSM398136,Normal,3864.84
213397_x_at,RNASE4,GSM398137,Cancer,3200.96
213397_x_at,RNASE4,GSM398138,Normal,2979.66
213397_x_at,RNASE4,GSM398139,Cancer,1514.87
213397_x_at,RNASE4,GSM398140,Normal,3998.36
213397_x_at,RNASE4,GSM398141,Cancer,912.477
213397_x_at,RNASE4,GSM398142,Normal,3482.31
213397_x_at,RNASE4,GSM398143,Cancer,1937.8
213397_x_at,RNASE4,GSM398144,Normal,3787.01
213397_x_at,RNASE4,GSM398145,Cancer,1285.78
213397_x_at,RNASE4,GSM398146,Normal,4561.53
213397_x_at,RNASE4,GSM398147,Cancer,2721.15
213397_x_at,RNASE4,GSM398148,Normal,3047.51
213397_x_at,RNASE4,GSM398149,Cancer,1072.34
213397_x_at,RNASE4,GSM398150,Normal,3539.86
213397_x_at,RNASE4,GSM398151,Cancer,1149.64
213397_x_at,RNASE4,GSM398152,Normal,2633.3
213397_x_at,RNASE4,GSM398153,Cancer,2040.78
213397_x_at,RNASE4,GSM398154,Normal,1079.89
213397_x_at,RNASE4,GSM398155,Cancer,161.357
213397_x_at,RNASE4,GSM398156,Normal,2646.03
213397_x_at,RNASE4,GSM398157,Cancer,577.725
213397_x_at,RNASE4,GSM398158,Normal,2300.82
213397_x_at,RNASE4,GSM398159,Cancer,915.21
202244_at,PSMB4,GSM398074,Normal,577.069
202244_at,PSMB4,GSM398075,Cancer,1747.56
202244_at,PSMB4,GSM398076,Normal,813.149
202244_at,PSMB4,GSM398077,Cancer,1804.19
202244_at,PSMB4,GSM398078,Normal,749.163
202244_at,PSMB4,GSM398079,Cancer,1703.75
202244_at,PSMB4,GSM398080,Normal,772.619
202244_at,PSMB4,GSM398081,Cancer,1187.85
202244_at,PSMB4,GSM398082,Normal,1451.84
202244_at,PSMB4,GSM398083,Cancer,640.416
202244_at,PSMB4,GSM398084,Normal,1579.03
202244_at,PSMB4,GSM398085,Cancer,893.217
202244_at,PSMB4,GSM398086,Normal,1401.73
202244_at,PSMB4,GSM398087,Cancer,2859.92
202244_at,PSMB4,GSM398088,Normal,953.907
202244_at,PSMB4,GSM398089,Cancer,1887.37
202244_at,PSMB4,GSM398090,Normal,682.058
202244_at,PSMB4,GSM398091,Cancer,1074.53
202244_at,PSMB4,GSM398092,Normal,854.827
202244_at,PSMB4,GSM398093,Cancer,1530.45
202244_at,PSMB4,GSM398094,Normal,1054.81
202244_at,PSMB4,GSM398095,Cancer,1804.16
202244_at,PSMB4,GSM398096,Normal,1657.14
202244_at,PSMB4,GSM398097,Cancer,1880.99
202244_at,PSMB4,GSM398098,Normal,1181.54
202244_at,PSMB4,GSM398099,Cancer,1483.18
202244_at,PSMB4,GSM398100,Normal,856.152
202244_at,PSMB4,GSM398101,Cancer,3353.42
202244_at,PSMB4,GSM398102,Normal,1894.13
202244_at,PSMB4,GSM398103,Cancer,1940.72
202244_at,PSMB4,GSM398104,Normal,3408.9
202244_at,PSMB4,GSM398105,Cancer,2541.46
202244_at,PSMB4,GSM398106,Normal,2837.58
202244_at,PSMB4,GSM398107,Cancer,2210.26
202244_at,PSMB4,GSM398108,Normal,2430.3
202244_at,PSMB4,GSM398109,Cancer,779.535
202244_at,PSMB4,GSM398110,Normal,3853.34
202244_at,PSMB4,GSM398111,Cancer,1835.8
202244_at,PSMB4,GSM398112,Normal,1874.17
202244_at,PSMB4,GSM398113,Cancer,1733.34
202244_at,PSMB4,GSM398114,Normal,2059.14
202244_at,PSMB4,GSM398115,Cancer,1697.48
202244_at,PSMB4,GSM398116,Normal,3823.88
202244_at,PSMB4,GSM398117,Cancer,4106.39
202244_at,PSMB4,GSM398118,Normal,3205.54
202244_at,PSMB4,GSM398119,Cancer,2680.93
202244_at,PSMB4,GSM398120,Normal,2048.3
202244_at,PSMB4,GSM398121,Cancer,867.904
202244_at,PSMB4,GSM398122,Normal,1394.14
202244_at,PSMB4,GSM398123,Cancer,3243.28
202244_at,PSMB4,GSM398124,Normal,2118.54
202244_at,PSMB4,GSM398125,Cancer,2847.59
202244_at,PSMB4,GSM398126,Normal,3760.17
202244_at,PSMB4,GSM398127,Cancer,4371.27
202244_at,PSMB4,GSM398128,Normal,3983.2
202244_at,PSMB4,GSM398129,Cancer,3413.0
202244_at,PSMB4,GSM398130,Normal,2805.77
202244_at,PSMB4,GSM398131,Cancer,3672.82
202244_at,PSMB4,GSM398132,Normal,1624.8
202244_at,PSMB4,GSM398133,Cancer,2805.99
202244_at,PSMB4,GSM398134,Normal,1985.4
202244_at,PSMB4,GSM398135,Cancer,3381.26
202244_at,PSMB4,GSM398136,Normal,2705.09
202244_at,PSMB4,GSM398137,Cancer,4420.69
202244_at,PSMB4,GSM398138,Normal,2027.1
202244_at,PSMB4,GSM398139,Cancer,4420.74
202244_at,PSMB4,GSM398140,Normal,2880.31
202244_at,PSMB4,GSM398141,Cancer,4532.55
202244_at,PSMB4,GSM398142,Normal,3388.86
202244_at,PSMB4,GSM398143,Cancer,2655.07
202244_at,PSMB4,GSM398144,Normal,3196.14
202244_at,PSMB4,GSM398145,Cancer,3428.12
202244_at,PSMB4,GSM398146,Normal,3566.11
202244_at,PSMB4,GSM398147,Cancer,2929.52
202244_at,PSMB4,GSM398148,Normal,3973.2
202244_at,PSMB4,GSM398149,Cancer,6102.88
202244_at,PSMB4,GSM398150,Normal,2839.5
202244_at,PSMB4,GSM398151,Cancer,2955.71
202244_at,PSMB4,GSM398152,Normal,3059.5
202244_at,PSMB4,GSM398153,Cancer,2064.37
202244_at,PSMB4,GSM398154,Normal,1193.68
202244_at,PSMB4,GSM398155,Cancer,870.734
202244_at,PSMB4,GSM398156,Normal,3407.97
202244_at,PSMB4,GSM398157,Cancer,4534.35
202244_at,PSMB4,GSM398158,Normal,2531.21
202244_at,PSMB4,GSM398159,Cancer,4603.83
208861_s_at,ATRX,GSM398074,Normal,1569.74
208861_s_at,ATRX,GSM398075,Cancer,2216.06
208861_s_at,ATRX,GSM398076,Normal,1849.03
208861_s_at,ATRX,GSM398077,Cancer,2111.5
208861_s_at,ATRX,GSM398078,Normal,1531.07
208861_s_at,ATRX,GSM398079,Cancer,1561.67
208861_s_at,ATRX,GSM398080,Normal,1777.53
208861_s_at,ATRX,GSM398081,Cancer,2462.95
208861_s_at,ATRX,GSM398082,Normal,2164.22
208861_s_at,ATRX,GSM398083,Cancer,1131.91
208861_s_at,ATRX,GSM398084,Normal,2157.76
208861_s_at,ATRX,GSM398085,Cancer,1854.02
208861_s_at,ATRX,GSM398086,Normal,2857.97
208861_s_at,ATRX,GSM398087,Cancer,2483.69
208861_s_at,ATRX,GSM398088,Normal,1537.92
208861_s_at,ATRX,GSM398089,Cancer,1641.08
208861_s_at,ATRX,GSM398090,Normal,1554.21
208861_s_at,ATRX,GSM398091,Cancer,1510.0
208861_s_at,ATRX,GSM398092,Normal,1509.03
208861_s_at,ATRX,GSM398093,Cancer,2314.65
208861_s_at,ATRX,GSM398094,Normal,1489.14
208861_s_at,ATRX,GSM398095,Cancer,1546.41
208861_s_at,ATRX,GSM398096,Normal,2215.37
208861_s_at,ATRX,GSM398097,Cancer,1283.05
208861_s_at,ATRX,GSM398098,Normal,1654.26
208861_s_at,ATRX,GSM398099,Cancer,2006.3
208861_s_at,ATRX,GSM398100,Normal,2178.11
208861_s_at,ATRX,GSM398101,Cancer,1971.88
208861_s_at,ATRX,GSM398102,Normal,1935.28
208861_s_at,ATRX,GSM398103,Cancer,2044.04
208861_s_at,ATRX,GSM398104,Normal,3972.86
208861_s_at,ATRX,GSM398105,Cancer,1996.59
208861_s_at,ATRX,GSM398106,Normal,3735.47
208861_s_at,ATRX,GSM398107,Cancer,1993.78
208861_s_at,ATRX,GSM398108,Normal,3555.83
208861_s_at,ATRX,GSM398109,Cancer,2111.1
208861_s_at,ATRX,GSM398110,Normal,3265.79
208861_s_at,ATRX,GSM398111,Cancer,2186.93
208861_s_at,ATRX,GSM398112,Normal,2117.67
208861_s_at,ATRX,GSM398113,Cancer,1989.37
208861_s_at,ATRX,GSM398114,Normal,3222.77
208861_s_at,ATRX,GSM398115,Cancer,1997.87
208861_s_at,ATRX,GSM398116,Normal,4743.55
208861_s_at,ATRX,GSM398117,Cancer,3667.23
208861_s_at,ATRX,GSM398118,Normal,3669.4
208861_s_at,ATRX,GSM398119,Cancer,4201.28
208861_s_at,ATRX,GSM398120,Normal,1764.77
208861_s_at,ATRX,GSM398121,Cancer,1613.79
208861_s_at,ATRX,GSM398122,Normal,1602.89
208861_s_at,ATRX,GSM398123,Cancer,1286.19
208861_s_at,ATRX,GSM398124,Normal,3040.14
208861_s_at,ATRX,GSM398125,Cancer,2988.3
208861_s_at,ATRX,GSM398126,Normal,5331.99
208861_s_at,ATRX,GSM398127,Cancer,3888.86
208861_s_at,ATRX,GSM398128,Normal,4501.99
208861_s_at,ATRX,GSM398129,Cancer,4365.49
208861_s_at,ATRX,GSM398130,Normal,5014.75
208861_s_at,ATRX,GSM398131,Cancer,4492.47
208861_s_at,ATRX,GSM398132,Normal,4195.52
208861_s_at,ATRX,GSM398133,Cancer,3273.19
208861_s_at,ATRX,GSM398134,Normal,3087.21
208861_s_at,ATRX,GSM398135,Cancer,4600.33
208861_s_at,ATRX,GSM398136,Normal,3899.96
208861_s_at,ATRX,GSM398137,Cancer,3759.91
208861_s_at,ATRX,GSM398138,Normal,2974.58
208861_s_at,ATRX,GSM398139,Cancer,3105.13
208861_s_at,ATRX,GSM398140,Normal,4532.76
208861_s_at,ATRX,GSM398141,Cancer,4427.84
208861_s_at,ATRX,GSM398142,Normal,4978.49
208861_s_at,ATRX,GSM398143,Cancer,2783.82
208861_s_at,ATRX,GSM398144,Normal,3330.67
208861_s_at,ATRX,GSM398145,Cancer,3838.83
208861_s_at,ATRX,GSM398146,Normal,3752.06
208861_s_at,ATRX,GSM398147,Cancer,2946.75
208861_s_at,ATRX,GSM398148,Normal,4251.67
208861_s_at,ATRX,GSM398149,Cancer,3358.94
208861_s_at,ATRX,GSM398150,Normal,3359.06
208861_s_at,ATRX,GSM398151,Cancer,3712.22
208861_s_at,ATRX,GSM398152,Normal,4392.42
208861_s_at,ATRX,GSM398153,Cancer,3510.66
208861_s_at,ATRX,GSM398154,Normal,4435.4
208861_s_at,ATRX,GSM398155,Cancer,4648.45
208861_s_at,ATRX,GSM398156,Normal,4148.72
208861_s_at,ATRX,GSM398157,Cancer,4198.04
208861_s_at,ATRX,GSM398158,Normal,6229.2
208861_s_at,ATRX,GSM398159,Cancer,4429.54
209435_s_at,ARHGEF2,GSM398074,Normal,2049.83
209435_s_at,ARHGEF2,GSM398075,Cancer,384.511
209435_s_at,ARHGEF2,GSM398076,Normal,1712.95
209435_s_at,ARHGEF2,GSM398077,Cancer,1759.87
209435_s_at,ARHGEF2,GSM398078,Normal,1516.33
209435_s_at,ARHGEF2,GSM398079,Cancer,1381.39
209435_s_at,ARHGEF2,GSM398080,Normal,1151.92
209435_s_at,ARHGEF2,GSM398081,Cancer,391.92
209435_s_at,ARHGEF2,GSM398082,Normal,2336.68
209435_s_at,ARHGEF2,GSM398083,Cancer,2552.27
209435_s_at,ARHGEF2,GSM398084,Normal,2365.58
209435_s_at,ARHGEF2,GSM398085,Cancer,420.994
209435_s_at,ARHGEF2,GSM398086,Normal,885.547
209435_s_at,ARHGEF2,GSM398087,Cancer,759.501
209435_s_at,ARHGEF2,GSM398088,Normal,376.097
209435_s_at,ARHGEF2,GSM398089,Cancer,1298.74
209435_s_at,ARHGEF2,GSM398090,Normal,2525.54
209435_s_at,ARHGEF2,GSM398091,Cancer,504.195
209435_s_at,ARHGEF2,GSM398092,Normal,438.697
209435_s_at,ARHGEF2,GSM398093,Cancer,1219.05
209435_s_at,ARHGEF2,GSM398094,Normal,2695.75
209435_s_at,ARHGEF2,GSM398095,Cancer,871.297
209435_s_at,ARHGEF2,GSM398096,Normal,653.816
209435_s_at,ARHGEF2,GSM398097,Cancer,1515.39
209435_s_at,ARHGEF2,GSM398098,Normal,1962.98
209435_s_at,ARHGEF2,GSM398099,Cancer,2946.91
209435_s_at,ARHGEF2,GSM398100,Normal,1766.05
209435_s_at,ARHGEF2,GSM398101,Cancer,977.765
209435_s_at,ARHGEF2,GSM398102,Normal,1944.27
209435_s_at,ARHGEF2,GSM398103,Cancer,2291.7
209435_s_at,ARHGEF2,GSM398104,Normal,3413.19
209435_s_at,ARHGEF2,GSM398105,Cancer,2107.15
209435_s_at,ARHGEF2,GSM398106,Normal,1469.8
209435_s_at,ARHGEF2,GSM398107,Cancer,1103.2
209435_s_at,ARHGEF2,GSM398108,Normal,4338.85
209435_s_at,ARHGEF2,GSM398109,Cancer,850.503
209435_s_at,ARHGEF2,GSM398110,Normal,4483.73
209435_s_at,ARHGEF2,GSM398111,Cancer,961.516
209435_s_at,ARHGEF2,GSM398112,Normal,1555.65
209435_s_at,ARHGEF2,GSM398113,Cancer,1370.22
209435_s_at,ARHGEF2,GSM398114,Normal,357.366
209435_s_at,ARHGEF2,GSM398115,Cancer,557.425
209435_s_at,ARHGEF2,GSM398116,Normal,3228.14
209435_s_at,ARHGEF2,GSM398117,Cancer,3514.19
209435_s_at,ARHGEF2,GSM398118,Normal,3352.52
209435_s_at,ARHGEF2,GSM398119,Cancer,3319.46
209435_s_at,ARHGEF2,GSM398120,Normal,1396.52
209435_s_at,ARHGEF2,GSM398121,Cancer,572.449
209435_s_at,ARHGEF2,GSM398122,Normal,480.456
209435_s_at,ARHGEF2,GSM398123,Cancer,1225.18
209435_s_at,ARHGEF2,GSM398124,Normal,325.53
209435_s_at,ARHGEF2,GSM398125,Cancer,1151.76
209435_s_at,ARHGEF2,GSM398126,Normal,4498.86
209435_s_at,ARHGEF2,GSM398127,Cancer,1242.96
209435_s_at,ARHGEF2,GSM398128,Normal,2799.33
209435_s_at,ARHGEF2,GSM398129,Cancer,554.668
209435_s_at,ARHGEF2,GSM398130,Normal,3591.84
209435_s_at,ARHGEF2,GSM398131,Cancer,3085.37
209435_s_at,ARHGEF2,GSM398132,Normal,4313.85
209435_s_at,ARHGEF2,GSM398133,Cancer,4619.11
209435_s_at,ARHGEF2,GSM398134,Normal,1563.29
209435_s_at,ARHGEF2,GSM398135,Cancer,1557.61
209435_s_at,ARHGEF2,GSM398136,Normal,3877.6
209435_s_at,ARHGEF2,GSM398137,Cancer,2102.36
209435_s_at,ARHGEF2,GSM398138,Normal,4467.06
209435_s_at,ARHGEF2,GSM398139,Cancer,1823.85
209435_s_at,ARHGEF2,GSM398140,Normal,4247.27
209435_s_at,ARHGEF2,GSM398141,Cancer,544.747
209435_s_at,ARHGEF2,GSM398142,Normal,1859.13
209435_s_at,ARHGEF2,GSM398143,Cancer,1340.0
209435_s_at,ARHGEF2,GSM398144,Normal,2780.92
209435_s_at,ARHGEF2,GSM398145,Cancer,588.964
209435_s_at,ARHGEF2,GSM398146,Normal,1925.37
209435_s_at,ARHGEF2,GSM398147,Cancer,2044.3
209435_s_at,ARHGEF2,GSM398148,Normal,2752.45
209435_s_at,ARHGEF2,GSM398149,Cancer,439.328
209435_s_at,ARHGEF2,GSM398150,Normal,2024.96
209435_s_at,ARHGEF2,GSM398151,Cancer,2096.05
209435_s_at,ARHGEF2,GSM398152,Normal,1358.36
209435_s_at,ARHGEF2,GSM398153,Cancer,3416.23
209435_s_at,ARHGEF2,GSM398154,Normal,778.287
209435_s_at,ARHGEF2,GSM398155,Cancer,2106.9
209435_s_at,ARHGEF2,GSM398156,Normal,871.922
209435_s_at,ARHGEF2,GSM398157,Cancer,1281.03
209435_s_at,ARHGEF2,GSM398158,Normal,716.437
209435_s_at,ARHGEF2,GSM398159,Cancer,1276.56
201453_x_at,RHEB,GSM398074,Normal,1299.92
201453_x_at,RHEB,GSM398075,Cancer,2382.0
201453_x_at,RHEB,GSM398076,Normal,1276.7
201453_x_at,RHEB,GSM398077,Cancer,2678.76
201453_x_at,RHEB,GSM398078,Normal,1200.7
201453_x_at,RHEB,GSM398079,Cancer,2567.05
201453_x_at,RHEB,GSM398080,Normal,1395.22
201453_x_at,RHEB,GSM398081,Cancer,2510.8
201453_x_at,RHEB,GSM398082,Normal,1973.57
201453_x_at,RHEB,GSM398083,Cancer,1355.83
201453_x_at,RHEB,GSM398084,Normal,1954.44
201453_x_at,RHEB,GSM398085,Cancer,1517.38
201453_x_at,RHEB,GSM398086,Normal,2288.21
201453_x_at,RHEB,GSM398087,Cancer,3412.4
201453_x_at,RHEB,GSM398088,Normal,1354.51
201453_x_at,RHEB,GSM398089,Cancer,1653.34
201453_x_at,RHEB,GSM398090,Normal,1570.67
201453_x_at,RHEB,GSM398091,Cancer,1942.64
201453_x_at,RHEB,GSM398092,Normal,1612.52
201453_x_at,RHEB,GSM398093,Cancer,2385.29
201453_x_at,RHEB,GSM398094,Normal,1231.34
201453_x_at,RHEB,GSM398095,Cancer,2229.58
201453_x_at,RHEB,GSM398096,Normal,1818.6
201453_x_at,RHEB,GSM398097,Cancer,1444.82
201453_x_at,RHEB,GSM398098,Normal,1576.06
201453_x_at,RHEB,GSM398099,Cancer,1355.92
201453_x_at,RHEB,GSM398100,Normal,1263.92
201453_x_at,RHEB,GSM398101,Cancer,2780.66
201453_x_at,RHEB,GSM398102,Normal,2213.78
201453_x_at,RHEB,GSM398103,Cancer,2306.96
201453_x_at,RHEB,GSM398104,Normal,4140.72
201453_x_at,RHEB,GSM398105,Cancer,2401.85
201453_x_at,RHEB,GSM398106,Normal,4108.04
201453_x_at,RHEB,GSM398107,Cancer,3350.19
201453_x_at,RHEB,GSM398108,Normal,4091.11
201453_x_at,RHEB,GSM398109,Cancer,1872.57
201453_x_at,RHEB,GSM398110,Normal,4804.92
201453_x_at,RHEB,GSM398111,Cancer,2372.93
201453_x_at,RHEB,GSM398112,Normal,2484.41
201453_x_at,RHEB,GSM398113,Cancer,2343.75
201453_x_at,RHEB,GSM398114,Normal,2214.36
201453_x_at,RHEB,GSM398115,Cancer,2358.42
201453_x_at,RHEB,GSM398116,Normal,5249.23
201453_x_at,RHEB,GSM398117,Cancer,5021.36
201453_x_at,RHEB,GSM398118,Normal,4372.86
201453_x_at,RHEB,GSM398119,Cancer,4431.34
201453_x_at,RHEB,GSM398120,Normal,1461.6
201453_x_at,RHEB,GSM398121,Cancer,1634.16
201453_x_at,RHEB,GSM398122,Normal,1037.88
201453_x_at,RHEB,GSM398123,Cancer,2357.47
201453_x_at,RHEB,GSM398124,Normal,3322.2
201453_x_at,RHEB,GSM398125,Cancer,3365.88
201453_x_at,RHEB,GSM398126,Normal,5196.08
201453_x_at,RHEB,GSM398127,Cancer,5525.66
201453_x_at,RHEB,GSM398128,Normal,4649.16
201453_x_at,RHEB,GSM398129,Cancer,4168.62
201453_x_at,RHEB,GSM398130,Normal,4435.84
201453_x_at,RHEB,GSM398131,Cancer,5165.35
201453_x_at,RHEB,GSM398132,Normal,3355.61
201453_x_at,RHEB,GSM398133,Cancer,4219.04
201453_x_at,RHEB,GSM398134,Normal,2648.41
201453_x_at,RHEB,GSM398135,Cancer,4697.83
201453_x_at,RHEB,GSM398136,Normal,3890.5
201453_x_at,RHEB,GSM398137,Cancer,4373.91
201453_x_at,RHEB,GSM398138,Normal,3205.04
201453_x_at,RHEB,GSM398139,Cancer,3516.43
201453_x_at,RHEB,GSM398140,Normal,3666.58
201453_x_at,RHEB,GSM398141,Cancer,3218.53
201453_x_at,RHEB,GSM398142,Normal,4275.43
201453_x_at,RHEB,GSM398143,Cancer,3137.29
201453_x_at,RHEB,GSM398144,Normal,3629.89
201453_x_at,RHEB,GSM398145,Cancer,4124.02
201453_x_at,RHEB,GSM398146,Normal,3554.57
201453_x_at,RHEB,GSM398147,Cancer,3642.77
201453_x_at,RHEB,GSM398148,Normal,3959.47
201453_x_at,RHEB,GSM398149,Cancer,3993.35
201453_x_at,RHEB,GSM398150,Normal,3504.83
201453_x_at,RHEB,GSM398151,Cancer,3874.43
201453_x_at,RHEB,GSM398152,Normal,3118.29
201453_x_at,RHEB,GSM398153,Cancer,3007.9
201453_x_at,RHEB,GSM398154,Normal,1638.21
201453_x_at,RHEB,GSM398155,Cancer,3100.59
201453_x_at,RHEB,GSM398156,Normal,4253.93
201453_x_at,RHEB,GSM398157,Cancer,3345.19
201453_x_at,RHEB,GSM398158,Normal,3818.87
201453_x_at,RHEB,GSM398159,Cancer,3003.01
212369_at,ZNF384,GSM398074,Normal,2545.76
212369_at,ZNF384,GSM398075,Cancer,2794.85
212369_at,ZNF384,GSM398076,Normal,3916.74
212369_at,ZNF384,GSM398077,Cancer,1971.35
212369_at,ZNF384,GSM398078,Normal,2549.83
212369_at,ZNF384,GSM398079,Cancer,979.012
212369_at,ZNF384,GSM398080,Normal,1972.19
212369_at,ZNF384,GSM398081,Cancer,1642.82
212369_at,ZNF384,GSM398082,Normal,1698.53
212369_at,ZNF384,GSM398083,Cancer,2753.56
212369_at,ZNF384,GSM398084,Normal,1447.11
212369_at,ZNF384,GSM398085,Cancer,1879.01
212369_at,ZNF384,GSM398086,Normal,2234.39
212369_at,ZNF384,GSM398087,Cancer,1379.36
212369_at,ZNF384,GSM398088,Normal,2946.75
212369_at,ZNF384,GSM398089,Cancer,2880.86
212369_at,ZNF384,GSM398090,Normal,2339.65
212369_at,ZNF384,GSM398091,Cancer,4161.34
212369_at,ZNF384,GSM398092,Normal,1812.08
212369_at,ZNF384,GSM398093,Cancer,2550.04
212369_at,ZNF384,GSM398094,Normal,2214.31
212369_at,ZNF384,GSM398095,Cancer,1106.65
212369_at,ZNF384,GSM398096,Normal,2397.07
212369_at,ZNF384,GSM398097,Cancer,2313.82
212369_at,ZNF384,GSM398098,Normal,2079.67
212369_at,ZNF384,GSM398099,Cancer,2537.84
212369_at,ZNF384,GSM398100,Normal,1347.61
212369_at,ZNF384,GSM398101,Cancer,2077.0
212369_at,ZNF384,GSM398102,Normal,1725.78
212369_at,ZNF384,GSM398103,Cancer,1806.46
212369_at,ZNF384,GSM398104,Normal,2481.74
212369_at,ZNF384,GSM398105,Cancer,1450.51
212369_at,ZNF384,GSM398106,Normal,2611.94
212369_at,ZNF384,GSM398107,Cancer,1417.2
212369_at,ZNF384,GSM398108,Normal,2411.7
212369_at,ZNF384,GSM398109,Cancer,1092.36
212369_at,ZNF384,GSM398110,Normal,2996.62
212369_at,ZNF384,GSM398111,Cancer,1885.01
212369_at,ZNF384,GSM398112,Normal,1301.85
212369_at,ZNF384,GSM398113,Cancer,1634.67
212369_at,ZNF384,GSM398114,Normal,1437.38
212369_at,ZNF384,GSM398115,Cancer,1412.5
212369_at,ZNF384,GSM398116,Normal,2845.51
212369_at,ZNF384,GSM398117,Cancer,2387.08
212369_at,ZNF384,GSM398118,Normal,2874.88
212369_at,ZNF384,GSM398119,Cancer,2873.48
212369_at,ZNF384,GSM398120,Normal,1921.82
212369_at,ZNF384,GSM398121,Cancer,2870.63
212369_at,ZNF384,GSM398122,Normal,1529.94
212369_at,ZNF384,GSM398123,Cancer,1988.26
212369_at,ZNF384,GSM398124,Normal,2783.73
212369_at,ZNF384,GSM398125,Cancer,1239.7
212369_at,ZNF384,GSM398126,Normal,1974.73
212369_at,ZNF384,GSM398127,Cancer,2703.61
212369_at,ZNF384,GSM398128,Normal,2721.29
212369_at,ZNF384,GSM398129,Cancer,2794.16
212369_at,ZNF384,GSM398130,Normal,1757.83
212369_at,ZNF384,GSM398131,Cancer,2303.76
212369_at,ZNF384,GSM398132,Normal,4059.7
212369_at,ZNF384,GSM398133,Cancer,3106.15
212369_at,ZNF384,GSM398134,Normal,3975.89
212369_at,ZNF384,GSM398135,Cancer,2016.55
212369_at,ZNF384,GSM398136,Normal,3656.44
212369_at,ZNF384,GSM398137,Cancer,2569.08
212369_at,ZNF384,GSM398138,Normal,2672.26
212369_at,ZNF384,GSM398139,Cancer,1251.3
212369_at,ZNF384,GSM398140,Normal,1657.31
212369_at,ZNF384,GSM398141,Cancer,5276.07
212369_at,ZNF384,GSM398142,Normal,2150.92
212369_at,ZNF384,GSM398143,Cancer,1470.79
212369_at,ZNF384,GSM398144,Normal,1976.32
212369_at,ZNF384,GSM398145,Cancer,1499.15
212369_at,ZNF384,GSM398146,Normal,2786.58
212369_at,ZNF384,GSM398147,Cancer,2005.47
212369_at,ZNF384,GSM398148,Normal,3005.03
212369_at,ZNF384,GSM398149,Cancer,1366.24
212369_at,ZNF384,GSM398150,Normal,2120.42
212369_at,ZNF384,GSM398151,Cancer,1636.51
212369_at,ZNF384,GSM398152,Normal,891.272
212369_at,ZNF384,GSM398153,Cancer,3820.27
212369_at,ZNF384,GSM398154,Normal,3935.9
212369_at,ZNF384,GSM398155,Cancer,9810.9
212369_at,ZNF384,GSM398156,Normal,3114.78
212369_at,ZNF384,GSM398157,Cancer,893.319
212369_at,ZNF384,GSM398158,Normal,4341.18
212369_at,ZNF384,GSM398159,Cancer,1038.37
211528_x_at,HLA-G,GSM398074,Normal,724.991
211528_x_at,HLA-G,GSM398075,Cancer,1380.24
211528_x_at,HLA-G,GSM398076,Normal,592.213
211528_x_at,HLA-G,GSM398077,Cancer,1654.45
211528_x_at,HLA-G,GSM398078,Normal,1397.67
211528_x_at,HLA-G,GSM398079,Cancer,1656.67
211528_x_at,HLA-G,GSM398080,Normal,529.983
211528_x_at,HLA-G,GSM398081,Cancer,919.969
211528_x_at,HLA-G,GSM398082,Normal,1001.8
211528_x_at,HLA-G,GSM398083,Cancer,751.648
211528_x_at,HLA-G,GSM398084,Normal,1396.83
211528_x_at,HLA-G,GSM398085,Cancer,1120.66
211528_x_at,HLA-G,GSM398086,Normal,934.04
211528_x_at,HLA-G,GSM398087,Cancer,1312.33
211528_x_at,HLA-G,GSM398088,Normal,690.517
211528_x_at,HLA-G,GSM398089,Cancer,2987.79
211528_x_at,HLA-G,GSM398090,Normal,532.893
211528_x_at,HLA-G,GSM398091,Cancer,917.342
211528_x_at,HLA-G,GSM398092,Normal,1022.73
211528_x_at,HLA-G,GSM398093,Cancer,1475.9
211528_x_at,HLA-G,GSM398094,Normal,1043.04
211528_x_at,HLA-G,GSM398095,Cancer,1413.69
211528_x_at,HLA-G,GSM398096,Normal,1206.47
211528_x_at,HLA-G,GSM398097,Cancer,1120.41
211528_x_at,HLA-G,GSM398098,Normal,1083.56
211528_x_at,HLA-G,GSM398099,Cancer,878.833
211528_x_at,HLA-G,GSM398100,Normal,1336.87
211528_x_at,HLA-G,GSM398101,Cancer,1617.24
211528_x_at,HLA-G,GSM398102,Normal,1827.08
211528_x_at,HLA-G,GSM398103,Cancer,1397.2
211528_x_at,HLA-G,GSM398104,Normal,3416.77
211528_x_at,HLA-G,GSM398105,Cancer,2185.07
211528_x_at,HLA-G,GSM398106,Normal,3364.91
211528_x_at,HLA-G,GSM398107,Cancer,2948.09
211528_x_at,HLA-G,GSM398108,Normal,2501.86
211528_x_at,HLA-G,GSM398109,Cancer,713.802
211528_x_at,HLA-G,GSM398110,Normal,4762.24
211528_x_at,HLA-G,GSM398111,Cancer,1174.5
